check_id,patch_id,priority_rank,check_item,is_required,current_status,blocking_reason,how_to_complete,notes
V2AX_PCHK_fecd96c28984,REC_00294,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_69fbfc94e4b0,REC_00294,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ee70aaf1464e,REC_00294,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_25d75cdd02e5,REC_00294,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_84762f413e59,REC_00294,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ba925976aa4a,REC_00296,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ed76228cc457,REC_00296,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_62ed535c89ff,REC_00296,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_09a5f431a72b,REC_00296,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_3c2d16015fa9,REC_00296,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_213caf963449,REC_00296,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_7ebcc2e3c9d2,REC_00296,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_26aff47ebc2d,REC_00296,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ad308cc93077,REC_00296,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b61d9a5d3a10,REC_00296,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_63a4e57e2f49,REC_00296,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_da56858c481d,REC_00299,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_3e9f98b9a2d0,REC_00299,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e6d250d15a1f,REC_00299,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_3126271b8c5c,REC_00299,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b29c0f2df028,REC_00299,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c9b283873d2b,REC_00299,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_1ab1a997220c,REC_00299,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_5890a52e1d48,REC_00299,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_4d35c8de31a4,REC_00299,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_7fc6d58c5a17,REC_00299,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_927a8901fb97,REC_00299,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_1c570eded52b,REC_00302,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_222e729d7386,REC_00302,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c584d823c8e0,REC_00302,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_1357b94649b3,REC_00302,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_1323dc613d05,REC_00302,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e1189a26b28c,REC_00302,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_3710ee850423,REC_00302,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_5d84547af150,REC_00302,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_fbb91dc321b0,REC_00302,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_47054e8c96f5,REC_00302,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_0351fd802bcb,REC_00302,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e606b2200188,REC_00313,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_a8518cf82f54,REC_00313,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ea39e000fe75,REC_00313,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_8ba0004e5e14,REC_00313,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6eadf1750309,REC_00313,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_fea94ffb4483,REC_00313,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c61fadef2bb9,REC_00313,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_d8119fc9dccf,REC_00313,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e4f80b79ecbe,REC_00313,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_d5c547fe5568,REC_00313,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_f6cfeb7bdac5,REC_00313,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_2eecf30a7fbd,REC_00314,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c03b30f1c9dd,REC_00314,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6e09f18f5006,REC_00314,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_7864d6e41f63,REC_00314,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_0d79af96da6b,REC_00314,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_901718c40c66,REC_00314,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_d77fe30c8f9c,REC_00314,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_97b384349e6a,REC_00314,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_947815d8f028,REC_00314,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_76e162330f53,REC_00314,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_5e23b196941d,REC_00314,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_fcec333d353e,REC_00354,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_635ecfea8f79,REC_00354,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_24f572e27408,REC_00354,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c58c6fd0d946,REC_00354,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e08c7ab425c0,REC_00354,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_62a2ee63f9a4,REC_00354,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_10a3605d9b86,REC_00354,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b2f0e2e99f28,REC_00354,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_794e3c5712b2,REC_00354,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_5bfe2029bd21,REC_00354,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_2bded331738e,REC_00354,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_7e43a1db1f1b,REC_00355,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_ada5d59f4b2e,REC_00355,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_baf9db6c64c5,REC_00355,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_d6ad8cb92570,REC_00355,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c19723919189,REC_00355,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_f4fff23d2db1,REC_00355,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_dbd01f33a859,REC_00355,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_2b6a4249b900,REC_00355,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_356b43384d09,REC_00355,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_bd5ee602a4a9,REC_00355,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_24d6e6dc8266,REC_00355,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e13b9224d936,REC_00364,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_e26db082da0b,REC_00364,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b9cd85429b4b,REC_00364,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_05abcecf1df9,REC_00364,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b67a23154b63,REC_00364,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6b2abe03afa2,REC_00364,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_8ad94d362e0f,REC_00364,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_f41e77eefa6b,REC_00364,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_10e61d81e941,REC_00364,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b1e744164b2c,REC_00364,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_85521fcf6d3d,REC_00364,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c09169e92916,REC_00388,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_0729626a99ff,REC_00388,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_4b231a7995ef,REC_00388,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_cfc3183c69de,REC_00388,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_8592f5673cbd,REC_00388,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6cee8a20b45d,REC_00388,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_26dfdd07c910,REC_00388,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_794e024f6ab3,REC_00388,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_bac3d25ff064,REC_00388,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_a73a33510e98,REC_00388,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_8e3364b0ae3b,REC_00388,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b23e2ed7b5d5,REC_00458,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_3bd8cc62723d,REC_00458,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_da09e9348512,REC_00458,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_a2360e90a0e8,REC_00458,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_357683174b80,REC_00458,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_222fc0e6006f,REC_00458,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_f256a9248b82,REC_00458,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_b9c6bbf7ab16,REC_00458,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6bb9b257ac66,REC_00458,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c62189470e52,REC_00458,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_cec92b3bfdd4,REC_00458,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c28b80df7863,REC_00460,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_13ced4d6f11b,REC_00460,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_93a0e3f0555c,REC_00460,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_4d185331d120,REC_00460,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c071481ec6a4,REC_00460,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_26d176b31aa2,REC_00460,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_0d4dfdd0cdf7,REC_00460,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6fd5eaadbcbf,REC_00460,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_36d777aedd3a,REC_00460,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_16dff6c84ea8,REC_00460,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_9cd276c0382f,REC_00460,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_04a4182fa247,REC_00481,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_4e4fa840c188,REC_00481,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_29d81b629cae,REC_00481,1,Registrar formato bbox/WKT/GeoJSON,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill source_type.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_277d61931052,REC_00481,1,Registrar CRS,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill a verified accepted CRS.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_0599be31a620,REC_00481,1,Registrar fonte/proveniencia,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill provenance fields.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_92f43273269e,REC_00481,1,Registrar licenca,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill license_status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_dc40904019d1,REC_00481,1,Registrar responsavel,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_by.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_86e9c1606ed4,REC_00481,1,Registrar data de digitalizacao,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Fill digitized_at.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_c77f22df9ff9,REC_00481,1,Validar geometria,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Run v2ax validation.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_bd5ddfeda17c,REC_00481,1,Validar que nao e ponto/centroide,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,"Provide area polygon, never centroid.",Checklist does not authorize labels or automatic C4.
V2AX_PCHK_891e307ad808,REC_00481,1,Aprovar para v2aw/v2av,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Human review then approved status.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_9908163c4619,REC_00482,1,Confirmar patch_id,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Confirm patch identity against v2aw/v2av.,Checklist does not authorize labels or automatic C4.
V2AX_PCHK_6cf081d20b76,REC_00482,1,Obter boundary vetorial real,true,pending,BLOCKED_PENDING_MANUAL_GEOMETRY,Collect real patch boundary.,Checklist does not authorize labels or automatic C4.
