canonical_package_id,event_patch_candidate_id,event_id,region,patch_id,patch_namespace,crosswalk_status,sentinel_date_status,date_linkability_status,evidence_status,phenomenon_status,coordinate_status,geometry_status,overlay_status,ground_reference_status,training_label_status,qa_status,package_status,can_create_ground_reference,can_create_training_label,notes
CP_v2ae_00000,EPC_v1us_00000,PET_2022_02_15,PET,PET_00016,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00038,EPC_v1us_00038,PET_2022_02_15,PET,PET_01323,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00039,EPC_v1us_00039,PET_2022_02_15,PET,PET_01349,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00040,EPC_v1us_00040,PET_2022_02_15,PET,PET_01352,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00041,EPC_v1us_00041,PET_2022_02_15,PET,PET_01386,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00042,EPC_v1us_00042,PET_2022_02_15,PET,PET_01403,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00043,EPC_v1us_00043,PET_2022_02_15,PET,PET_01458,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00044,EPC_v1us_00044,PET_2022_02_15,PET,PET_01478,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00045,EPC_v1us_00045,PET_2022_02_15,PET,PET_01483,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00046,EPC_v1us_00046,PET_2022_02_15,PET,PET_01488,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00047,EPC_v1us_00047,PET_2022_02_15,PET,PET_01495,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00048,EPC_v1us_00048,PET_2022_02_15,PET,PET_02,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00049,EPC_v1us_00049,PET_2022_02_15,PET,PET_03,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00050,EPC_v1us_00050,PET_2022_02_15,PET,PET_06,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00051,EPC_v1us_00051,PET_2022_02_15,PET,PET_07,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00052,EPC_v1us_00052,PET_2022_02_15,PET,PET_08,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00053,EPC_v1us_00053,PET_2022_02_15,PET,PET_09,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00054,EPC_v1us_00054,PET_2022_02_15,PET,PET_18,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00055,EPC_v1us_00055,PET_2022_02_15,PET,PET_20,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00056,EPC_v1us_00056,PET_2022_02_15,PET,PET_25,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00057,EPC_v1us_00057,PET_2022_02_15,PET,PET_26,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,DOCUMENT_ONLY_NO_GEODATA,MIXED_FLOOD_AND_MASS_MOVEMENT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00058,EPC_v1us_00058,PET_2024_03_21_28,PET,PET_00016,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00059,EPC_v1us_00059,PET_2024_03_21_28,PET,PET_00104,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00060,EPC_v1us_00060,PET_2024_03_21_28,PET,PET_00119,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00061,EPC_v1us_00061,PET_2024_03_21_28,PET,PET_00140,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00062,EPC_v1us_00062,PET_2024_03_21_28,PET,PET_00240,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00063,EPC_v1us_00063,PET_2024_03_21_28,PET,PET_00257,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00064,EPC_v1us_00064,PET_2024_03_21_28,PET,PET_00275,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00065,EPC_v1us_00065,PET_2024_03_21_28,PET,PET_00291,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00066,EPC_v1us_00066,PET_2024_03_21_28,PET,PET_00315,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00067,EPC_v1us_00067,PET_2024_03_21_28,PET,PET_00360,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00068,EPC_v1us_00068,PET_2024_03_21_28,PET,PET_00362,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00069,EPC_v1us_00069,PET_2024_03_21_28,PET,PET_00396,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00070,EPC_v1us_00070,PET_2024_03_21_28,PET,PET_00397,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00071,EPC_v1us_00071,PET_2024_03_21_28,PET,PET_00404,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00072,EPC_v1us_00072,PET_2024_03_21_28,PET,PET_00431,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00073,EPC_v1us_00073,PET_2024_03_21_28,PET,PET_00467,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00074,EPC_v1us_00074,PET_2024_03_21_28,PET,PET_00506,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
CP_v2ae_00075,EPC_v1us_00075,PET_2024_03_21_28,PET,PET_00507,EVENT_PATCH_CANDIDATE_NAMESPACE,EXPLICIT_DINO_CROSSWALK_NO_ANCHOR_CROSSWALK,SENTINEL_DATE_RECOVERED_UNLINKABLE_NAMESPACE,UNLINKABLE_NAMESPACE,BLOCKED_NO_PUBLIC_PATH,MIXED_HYDROMET_CONTEXT,HYDROMET_CONTEXT_COORDINATE_ONLY,GEOMETRY_STILL_MISSING,BLOCKED,BLOCKED,BLOCKED,QA_PASS_WITH_EXPECTED_BLOCKERS,SCHEMA_VALID_NON_OPERATIONAL,false,false,Canonical event-patch package mirrors v2ac (read-only); no promotion.
