package_id,event_id,region,uncertainty_spatial,uncertainty_temporal,uncertainty_phenomenon,uncertainty_source,uncertainty_crosswalk,dominant_uncertainty,uncertainty_level,uncertainty_reason,effect_on_allowed_use
EPC_v1us_00113,PET_2024_03_21_28,PET,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00114,PET_2024_03_21_28,PET,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00115,PET_2024_03_21_28,PET,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00116,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00117,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00118,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00119,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00120,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00121,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00122,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00123,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00124,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00125,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00126,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00127,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00128,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00129,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00130,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00131,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00132,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00133,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00134,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00135,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00136,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00137,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00138,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00139,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00140,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00141,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00142,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00143,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00144,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00145,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00146,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00147,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00148,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00149,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00150,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00151,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00152,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00153,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00154,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00155,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00156,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00157,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00158,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00159,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00160,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00161,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00162,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00163,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00164,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00165,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00166,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00167,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00168,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00169,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00170,REC_2022_05_24_30,REC,HIGH,UNRESOLVED,UNREVIEWED,UNRESOLVED,UNRESOLVED,spatial,HIGH_UNRESOLVED,no observed geometry|signature=a9bdcc7d31f11a33,review_only_no_automatic_resolution
EPC_v1us_00171,CUR_EVENT_REGISTRY_MISSING,CUR,UNRESOLVED,HIGH,UNREVIEWED,UNRESOLVED,HIGH,temporal_crosswalk,HIGH_UNRESOLVED,no explicit Sentinel date crosswalk|signature=a038993c6e05b45a,review_only_no_automatic_resolution
