dino_attachment_id,event_patch_candidate_id,event_id,patch_id,region,dino_registry,dino_review_support_status,dino_usage,can_create_training_label,notes
DINO_v1us_00000,EPC_v1us_00000,PET_2022_02_15,PET_00016,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00106,EPC_v1us_00106,PET_2024_03_21_28,PET_02,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00107,EPC_v1us_00107,PET_2024_03_21_28,PET_03,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00108,EPC_v1us_00108,PET_2024_03_21_28,PET_06,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00109,EPC_v1us_00109,PET_2024_03_21_28,PET_07,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00110,EPC_v1us_00110,PET_2024_03_21_28,PET_08,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00111,EPC_v1us_00111,PET_2024_03_21_28,PET_09,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00112,EPC_v1us_00112,PET_2024_03_21_28,PET_18,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00113,EPC_v1us_00113,PET_2024_03_21_28,PET_20,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00114,EPC_v1us_00114,PET_2024_03_21_28,PET_25,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00115,EPC_v1us_00115,PET_2024_03_21_28,PET_26,PET,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00116,EPC_v1us_00116,REC_2022_05_24_30,REC_00019,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00117,EPC_v1us_00117,REC_2022_05_24_30,REC_00183,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00118,EPC_v1us_00118,REC_2022_05_24_30,REC_00204,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00119,EPC_v1us_00119,REC_2022_05_24_30,REC_00205,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00120,EPC_v1us_00120,REC_2022_05_24_30,REC_00227,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00121,EPC_v1us_00121,REC_2022_05_24_30,REC_00260,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00122,EPC_v1us_00122,REC_2022_05_24_30,REC_00276,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00123,EPC_v1us_00123,REC_2022_05_24_30,REC_00279,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00124,EPC_v1us_00124,REC_2022_05_24_30,REC_00289,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00125,EPC_v1us_00125,REC_2022_05_24_30,REC_00290,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00126,EPC_v1us_00126,REC_2022_05_24_30,REC_00291,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00127,EPC_v1us_00127,REC_2022_05_24_30,REC_00292,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00128,EPC_v1us_00128,REC_2022_05_24_30,REC_00294,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00129,EPC_v1us_00129,REC_2022_05_24_30,REC_00296,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00130,EPC_v1us_00130,REC_2022_05_24_30,REC_00299,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00131,EPC_v1us_00131,REC_2022_05_24_30,REC_00302,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00132,EPC_v1us_00132,REC_2022_05_24_30,REC_00313,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00133,EPC_v1us_00133,REC_2022_05_24_30,REC_00314,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00134,EPC_v1us_00134,REC_2022_05_24_30,REC_00354,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00135,EPC_v1us_00135,REC_2022_05_24_30,REC_00355,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00136,EPC_v1us_00136,REC_2022_05_24_30,REC_00364,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00137,EPC_v1us_00137,REC_2022_05_24_30,REC_00388,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00138,EPC_v1us_00138,REC_2022_05_24_30,REC_00458,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00139,EPC_v1us_00139,REC_2022_05_24_30,REC_00460,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00140,EPC_v1us_00140,REC_2022_05_24_30,REC_00481,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00141,EPC_v1us_00141,REC_2022_05_24_30,REC_00482,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00142,EPC_v1us_00142,REC_2022_05_24_30,REC_00483,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00143,EPC_v1us_00143,REC_2022_05_24_30,REC_00501,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00144,EPC_v1us_00144,REC_2022_05_24_30,REC_00502,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00145,EPC_v1us_00145,REC_2022_05_24_30,REC_00503,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00146,EPC_v1us_00146,REC_2022_05_24_30,REC_00505,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00147,EPC_v1us_00147,REC_2022_05_24_30,REC_00506,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00148,EPC_v1us_00148,REC_2022_05_24_30,REC_00525,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00149,EPC_v1us_00149,REC_2022_05_24_30,REC_00526,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00150,EPC_v1us_00150,REC_2022_05_24_30,REC_00529,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00151,EPC_v1us_00151,REC_2022_05_24_30,REC_00548,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00152,EPC_v1us_00152,REC_2022_05_24_30,REC_00550,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00153,EPC_v1us_00153,REC_2022_05_24_30,REC_01,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00154,EPC_v1us_00154,REC_2022_05_24_30,REC_02,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00155,EPC_v1us_00155,REC_2022_05_24_30,REC_03,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00156,EPC_v1us_00156,REC_2022_05_24_30,REC_04,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00157,EPC_v1us_00157,REC_2022_05_24_30,REC_05,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00158,EPC_v1us_00158,REC_2022_05_24_30,REC_06,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00159,EPC_v1us_00159,REC_2022_05_24_30,REC_07,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00160,EPC_v1us_00160,REC_2022_05_24_30,REC_08,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00161,EPC_v1us_00161,REC_2022_05_24_30,REC_09,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00162,EPC_v1us_00162,REC_2022_05_24_30,REC_10,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00163,EPC_v1us_00163,REC_2022_05_24_30,REC_11,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00164,EPC_v1us_00164,REC_2022_05_24_30,REC_12,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00165,EPC_v1us_00165,REC_2022_05_24_30,REC_13,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00166,EPC_v1us_00166,REC_2022_05_24_30,REC_14,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00167,EPC_v1us_00167,REC_2022_05_24_30,REC_15,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00168,EPC_v1us_00168,REC_2022_05_24_30,REC_16,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00169,EPC_v1us_00169,REC_2022_05_24_30,REC_17,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00170,EPC_v1us_00170,REC_2022_05_24_30,REC_18,REC,dino_patch_visual_linkage_registry_v1pv.csv,DINO_REVIEW_SUPPORT_AVAILABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
DINO_v1us_00171,EPC_v1us_00171,CUR_EVENT_REGISTRY_MISSING,,CUR,,DINO_NOT_APPLICABLE,SUPPORT_ONLY,false,DINO is review-only structural support; never label or truth; no new extraction.
