artifact_id,stage,artifact_type,path,exists,non_empty,sha256,row_count,column_count,schema_status,role_in_appendix,safe_use,forbidden_use
ART_v2am_0086,v2ak,config_yaml,configs/protocolo_c/v2ak_orientador_briefing_policy.yaml,true,true,43288794b893ad5c3de8108742dd13c5ec88e9591ab8e6f0a92294b6c3881836,9,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0087,v2ak,config_yaml,configs/protocolo_c/v2ak_resultados_policy.yaml,true,true,065bbab632e1629e4956b32cc2159a42c87f3a0d0a05884fed779cc52fb4e7b4,9,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0088,v2ak,config_yaml,configs/protocolo_c/v2ak_safe_language_policy.yaml,true,true,7e6ef468ac8407d8f7a0113925c4df9348d7ed52d336df5f84d9abc15c41e0ba,6,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0089,v2ak,config_yaml,configs/protocolo_c/v2ak_traceability_policy.yaml,true,true,1d1dd612fb20cf4cc7a3fc9f5564e4f68f5ccb1c08b6f912f85b7ae8f228c798,15,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0090,v2ak,config_yaml,configs/protocolo_c/v2ak_writeup_policy.yaml,true,true,70901e1d329784fb7eed820392c837c174964f8b8db00a3c1e6d5a880b5199a5,16,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0091,v2al,config_yaml,configs/protocolo_c/v2al_claim_alignment_policy.yaml,true,true,0430a2a09c94d39912b47dc36b3f770b3da0ab88ae169e9d765a89bea969bb13,12,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0092,v2al,config_yaml,configs/protocolo_c/v2al_latex_bundle_policy.yaml,true,true,5ae9cd5a8e6de01ef38acea867ed5ad19635ff04a698cc4e9f47c6f1e67ce2b3,16,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0093,v2al,config_yaml,configs/protocolo_c/v2al_manuscript_scanner_policy.yaml,true,true,b75f2f04b844804102cdae48c5c3cc4ed21609546cb4268af06c197c74f211e8,21,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0094,v2al,config_yaml,configs/protocolo_c/v2al_markdown_bundle_policy.yaml,true,true,07c76d72977c32d20a829bfd8fd3c0bde8652f706395d757d5cd825288d0fe64,17,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0095,v2al,config_yaml,configs/protocolo_c/v2al_orientador_packet_policy.yaml,true,true,5daf70c2b369ed7c771570f0e2d3948280f95ff192cf43bd41dc703c20b2d39d,10,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0096,v2al,config_yaml,configs/protocolo_c/v2al_patch_plan_policy.yaml,true,true,0674ac3dc5ed732679be59d3d4789cb97ff6313e33bb17184b566710d4c1279e,9,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0097,v2al,config_yaml,configs/protocolo_c/v2al_safe_language_policy.yaml,true,true,1d702555bdc2d97dfe752adb56a6190214cebdaabe4eeb05ba6e729e99c0abfc,31,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0098,v2al,config_yaml,configs/protocolo_c/v2al_section_insertion_policy.yaml,true,true,b6953580d6b24838562357234341c2d18d81943c029ee6f03ebfac27f28d4974,12,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
ART_v2am_0099,v2al,config_yaml,configs/protocolo_c/v2al_table_caption_policy.yaml,true,true,3bf951184eeb9fa3a406cb0f7eeec65212899562f879e4a6aca4ea8f47cf99fd,10,0,present_unverified,appendix_policy_reference,Use as read-only appendix evidence and traceability source.,"Do not use as ground truth, label, training, overlay or prediction."
