binding_id,anchor_id,asset_id,patch_id,region,sensor,platform,scene_id,acquisition_datetime,cloud_cover,tile_id,geometry_status,geometry_path,bbox,crs,crs_status,binding_strength,binding_evidence_source,binding_evidence_level,conflict_status,stac_status,day10_status,can_stac_dry_run,can_stac_real_next_step,can_crop_private_next_step,can_compute_spectral_features_now,blocking_reason,next_action
MV2_13_BIND_00045,MV2_12_ANCHOR_00045,6641fb7c86ae0cbc,PET_00104,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"704430.0,7500940.0,705400.0,7501910.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00046,MV2_12_ANCHOR_00046,b041e9a668bd0924,PET_00119,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"685970.0,7502100.0,686930.0,7503060.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00047,MV2_12_ANCHOR_00047,0e48288ff44594e1,PET_00140,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"705370.0,7501850.0,706330.0,7502810.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00048,MV2_12_ANCHOR_00048,97982ae9e9aa55b2,PET_00240,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"700780.0,7504670.0,701750.0,7505630.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00049,MV2_12_ANCHOR_00049,80f17dcf7c144c24,PET_00257,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"684160.0,7505800.0,685130.0,7506760.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00050,MV2_12_ANCHOR_00050,baad6378db108ac5,PET_00275,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"700800.0,7505590.0,701760.0,7506550.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00051,MV2_12_ANCHOR_00051,d7a11b32933e3837,PET_00291,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"683250.0,7506730.0,684220.0,7507690.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00052,MV2_12_ANCHOR_00052,361ec9d9f687e27b,PET_00315,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"705430.0,7506440.0,706400.0,7507410.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00053,MV2_12_ANCHOR_00053,33f29ae6cc1c10c0,PET_00360,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"682350.0,7508570.0,683310.0,7509530.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00054,MV2_12_ANCHOR_00054,1be2a37d636a3954,PET_00362,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"684200.0,7508550.0,685160.0,7509510.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00055,MV2_12_ANCHOR_00055,87d84ee64acb964b,PET_00396,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"683280.0,7509480.0,684250.0,7510440.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00056,MV2_12_ANCHOR_00056,1a9455936145ff92,PET_00397,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"684210.0,7509470.0,685170.0,7510430.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00057,MV2_12_ANCHOR_00057,1bb850c957f0a7d5,PET_00404,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690680.0,7509390.0,691640.0,7510350.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00058,MV2_12_ANCHOR_00058,07c4658a94924698,PET_00431,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"683300.0,7510400.0,684260.0,7511360.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00059,MV2_12_ANCHOR_00059,15021a8707c0cfa1,PET_00467,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"684230.0,7511310.0,685200.0,7512270.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00060,MV2_12_ANCHOR_00060,37ac86244a5242d6,PET_00506,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"687940.0,7512180.0,688900.0,7513140.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00061,MV2_12_ANCHOR_00061,6ebb72ad84d6e0dc,PET_00507,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"688860.0,7512170.0,689830.0,7513130.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00062,MV2_12_ANCHOR_00062,40a3ed7aa615d3eb,PET_00579,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690740.0,7513990.0,691700.0,7514950.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00063,MV2_12_ANCHOR_00063,684f4b3d08f97e07,PET_00614,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690750.0,7514910.0,691710.0,7515870.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00064,MV2_12_ANCHOR_00064,afbf0118fb8dec3e,PET_00615,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"691670.0,7514900.0,692640.0,7515860.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00065,MV2_12_ANCHOR_00065,1fc1c5737fd1a195,PET_00617,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"693520.0,7514870.0,694490.0,7515830.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00066,MV2_12_ANCHOR_00066,888d1f22b626ce64,PET_00618,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"694440.0,7514860.0,695410.0,7515820.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00067,MV2_12_ANCHOR_00067,d66aede60a7f2241,PET_00641,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"683360.0,7515920.0,684330.0,7516880.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00068,MV2_12_ANCHOR_00068,f429d09b1de1d57e,PET_00649,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690760.0,7515830.0,691720.0,7516790.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00069,MV2_12_ANCHOR_00069,226c3fd13153c2b3,PET_00652,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"693530.0,7515790.0,694500.0,7516750.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00070,MV2_12_ANCHOR_00070,4d6f549efadcc8f1,PET_00720,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"691710.0,7517650.0,692670.0,7518610.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00071,MV2_12_ANCHOR_00071,b99dad3da2e06df0,PET_00756,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"692640.0,7518560.0,693610.0,7519520.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00072,MV2_12_ANCHOR_00072,ca3e86c4b23c78e2,PET_00789,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690800.0,7519500.0,691770.0,7520460.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00073,MV2_12_ANCHOR_00073,f77370131f6af6f4,PET_00823,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"689890.0,7520440.0,690860.0,7521400.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00074,MV2_12_ANCHOR_00074,2b163dd443cf8359,PET_00825,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"691740.0,7520410.0,692710.0,7521370.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00075,MV2_12_ANCHOR_00075,d7675b83c6896d34,PET_00829,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"695440.0,7520370.0,696410.0,7521330.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00076,MV2_12_ANCHOR_00076,a31c4a8fea21648e,PET_00860,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"691750.0,7521330.0,692720.0,7522290.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00077,MV2_12_ANCHOR_00077,333f55b3867faa8f,PET_00863,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"694530.0,7521300.0,695490.0,7522260.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00078,MV2_12_ANCHOR_00078,bbd2f3f516a9d03f,PET_00865,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"696380.0,7521270.0,697340.0,7522230.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00079,MV2_12_ANCHOR_00079,71c19bc87a195428,PET_00916,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"678820.0,7523330.0,679790.0,7524290.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00080,MV2_12_ANCHOR_00080,0cde77e9c1575840,PET_00986,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"678840.0,7525170.0,679810.0,7526130.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00081,MV2_12_ANCHOR_00081,e05df0f62e418ae5,PET_01307,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"684490.0,7533380.0,685460.0,7534340.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00082,MV2_12_ANCHOR_00082,b03e03c6228a12e0,PET_01323,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"699300.0,7533200.0,700270.0,7534160.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00083,MV2_12_ANCHOR_00083,2f83811f9a21917a,PET_01349,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"690980.0,7534220.0,691950.0,7535190.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00084,MV2_12_ANCHOR_00084,7a612be3a61d97c7,PET_01352,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"693760.0,7534190.0,694730.0,7535150.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00085,MV2_12_ANCHOR_00085,95b5532160a129aa,PET_01386,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"692850.0,7535120.0,693810.0,7536080.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00086,MV2_12_ANCHOR_00086,5152bf2f6bf19eaf,PET_01403,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"676190.0,7536240.0,677160.0,7537200.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00087,MV2_12_ANCHOR_00087,11466fcdfb772b83,PET_01458,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"694720.0,7536940.0,695690.0,7537900.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00088,MV2_12_ANCHOR_00088,eb11663726bba27f,PET_01478,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"680840.0,7538030.0,681810.0,7538990.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
MV2_13_BIND_00089,MV2_12_ANCHOR_00089,e0e0b321be14838c,PET_01483,Petropolis,UNKNOWN,UNKNOWN,,,,,BOUNDS_ONLY,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,"685470.0,7537970.0,686440.0,7538930.0",EPSG:32723,PRESENT_VALID,BINDING_MEDIUM,lineage_manifest,MANIFEST_PARTIAL,NONE,STAC_BLOCKED_NO_SCENE,DAY10_BLOCKED_NO_SCENE_ID,false,false,false,false,lado_espacial_pronto_mas_sem_scene_id_nem_temporal,recuperar_scene_id_e_datetime_para_este_patch_via_historico_GEE
