source_id,region,institution,url,source_type,format,access_method,contains_event_point,contains_event_polygon,contains_address_point,contains_parcel,contains_house_number_range,contains_intersection,contains_street_segment,contains_flood_footprint,priority,download_candidate,reason,review_only
S15ASRC_0080,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/463bf158-fad9-43ad-a642-afba60e46f5d/resource/d15c9c14-e5a4-46fa-abde-d7e7ec577552/download/dicionario-de-dados-censo-escolar-2015-cadastro-de-turmas-por-escola.pdf,official,pdf,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2015 - Dicionário de Dados Censo Escolar 2015 (Cadastro de turmas por escola),true
S15ASRC_0081,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/463bf158-fad9-43ad-a642-afba60e46f5d/resource/5a3a879e-783b-4d24-9bb7-a35b35145c62/download/dicionario-de-dados-censo-escolar-2015-cadastro-dos-alunos-por-turma.json,official,json,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2015 - Dicionário de Dados Censo Escolar 2015 (Cadastro dos alunos por turma),true
S15ASRC_0082,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/463bf158-fad9-43ad-a642-afba60e46f5d/resource/e67a2358-e92c-4c7a-9f3f-5cad8d187d3c/download/dicionario-de-dados-censo-escolar-2015-cadastro-dos-alunos-por-turma.pdf,official,pdf,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2015 - Dicionário de Dados Censo Escolar 2015 (Cadastro dos alunos por turma),true
S15ASRC_0083,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/463bf158-fad9-43ad-a642-afba60e46f5d/resource/3569702d-842d-4872-9da8-ab38b3f19994/download/dicionario-de-dados-censo-escolar-2015-cadastro-dos-docentes-por-turma.json,official,json,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2015 - Dicionário de Dados Censo Escolar 2015 (Cadastro dos docentes por turma),true
S15ASRC_0084,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/463bf158-fad9-43ad-a642-afba60e46f5d/resource/8f01b4c0-683c-4b9e-bb7a-3b8c3deaee54/download/dicionario-de-dados-censo-escolar-2015-cadastro-dos-docentes-por-turma.pdf,official,pdf,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2015 - Dicionário de Dados Censo Escolar 2015 (Cadastro dos docentes por turma),true
S15ASRC_0085,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/304833ff-1c98-46c2-a7e2-93ab9fbc5f88/resource/aaf2e01e-5a9d-414c-ac2a-10cc0aa6d860/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2016.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2016 - Cadastro das Escolas - Públicas e Privadas no Recife em 2016,true
S15ASRC_0086,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/304833ff-1c98-46c2-a7e2-93ab9fbc5f88/resource/34c84886-36cb-4b93-9983-b587bb844ceb/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2016.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2016 - Cadastro das Escolas - Públicas e Privadas no Recife em 2016,true
S15ASRC_0087,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/304833ff-1c98-46c2-a7e2-93ab9fbc5f88/resource/c0403751-fad3-445f-b655-84d7a0a539e2/download/cadastro-de-turmas-por-escola-2016.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2016 - Cadastro de turmas por escola - 2016,true
S15ASRC_0088,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/304833ff-1c98-46c2-a7e2-93ab9fbc5f88/resource/4316ef5d-d4fe-444c-9638-5b2f1ca3f9a4/download/cadastro-de-turmas-por-escola-2016.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2016 - Cadastro de turmas por escola - 2016,true
S15ASRC_0089,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/fd821e26-ed82-4207-968d-da9999a465e9/resource/19d03d50-f656-48e8-a015-8cc91ebd79a3/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2017.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2017 - Cadastro das Escolas - Públicas e Privadas no Recife em 2017,true
S15ASRC_0090,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/fd821e26-ed82-4207-968d-da9999a465e9/resource/06ccaf4a-1a9c-4020-97f6-5ecf0cbb850c/download/cadastro-de-turmas-por-escola-2017.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2017 - Cadastro de turmas por escola - 2017,true
S15ASRC_0091,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/58ddc403-9f33-49df-beb1-bf261ddabac3/resource/a1242986-00f5-4fb8-80f1-5ad4f47f44be/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2018.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2018 - Cadastro das Escolas - Públicas e Privadas no Recife em 2018,true
S15ASRC_0092,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/58ddc403-9f33-49df-beb1-bf261ddabac3/resource/a6b6c8e3-522e-4b91-9cc7-db243c064431/download/cadastro-de-turmas-por-escola-2018.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2018 - Cadastro de turmas por escola - 2018,true
S15ASRC_0093,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/af1ace62-dd95-4a85-ae42-7069ba10a326/resource/fdca605c-b814-40da-8440-271cca2101af/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2019.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2019 - Cadastro das Escolas - Públicas e Privadas no Recife em 2019,true
S15ASRC_0094,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/af1ace62-dd95-4a85-ae42-7069ba10a326/resource/48791585-daf5-4148-8097-789f779c4196/download/cadastro-de-turmas-por-escola-2019.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2019 - Cadastro de turmas por escola - 2019,true
S15ASRC_0095,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/3c798cc5-f8b4-4f31-b7cc-6b7e6c86b17c/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0096,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/efe57a0b-59ed-4ceb-b9f7-13da8d3e46c4/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0097,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/f4c3a349-9956-4294-9ac3-998aa420a92d/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0098,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/36dd66e9-5662-4902-8858-46aa8db9ce6d/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0099,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/232fd4ca-4b9c-49d4-97b7-29938a548039/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0100,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/769a6f91-6e5b-4ea6-b851-d6cff659a7da/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0101,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/1439ffee-f247-4c86-9357-06f96daa1ada/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0102,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/826d5c46-8cf6-4be9-811d-b8eb32839f57/download/cadastro-das-escolas-publicas-e-privadas-no-recife-em-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro das Escolas - Públicas e Privadas no Recife em 2020,true
S15ASRC_0103,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/a3cfa023-c016-4942-bdc8-c148feceac65/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0104,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/89e8f805-a54f-411e-b449-130d35a26ea3/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0105,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/f6f84a48-0415-48eb-a7bf-06242b9cb447/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0106,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/de6bf854-d2c4-40b2-844f-c7d52fac4a43/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0107,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/ffc97cee-8b37-49fb-930d-63e15ee24328/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0108,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/b4696fcf-5c75-4d61-99f4-71ca776faaf2/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0109,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/484bc575-b589-40a5-a5a0-890c09c69f24/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0110,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/821abdb7-f805-4a4b-8bfc-50a71b8dc3e6/resource/3c171694-811e-47a2-9078-9f716a10ffb1/download/cadastro-de-turmas-por-escola-2020.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Escolar 2020 - Cadastro de turmas por escola - 2020,true
S15ASRC_0111,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/a1867d75-0008-4e1e-b44a-4a2f50078521/download/censo_suas_2024_-posto_cadastro_unico_rh.xls,official,xls,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 -  Posto Cadastro Unico RH,true
S15ASRC_0112,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/9c55915b-5c03-4f2d-ac49-1218c1a080a0/download/censo_suas_2024_-posto_cadastro_unico_dados_gerais.xls,official,xls,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 - Posto Cadastro Unico Dados Gerais,true
S15ASRC_0113,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/b70532d9-99e8-46b8-b0e7-c070bc195533/download/censo_suas_2024_-posto_cadastro_unico_dados_gerais.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 - Posto Cadastro Unico Dados Gerais,true
S15ASRC_0114,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/97be40a1-abfe-4960-a0b9-e9ce9957ae72/download/censo_suas_2024_-posto_cadastro_unico_dicionario-de-variaveis.xlsx,official,xlsx,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 - Posto Cadastro Unico Dicionario de Variaveis,true
S15ASRC_0115,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/ee4e475a-3122-42ca-8222-a91832c8d1d4/download/censo_suas_2024_-posto_cadastro_unico_manual.pdf,official,pdf,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 - Posto Cadastro Unico Manual,true
S15ASRC_0116,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/7343b5c4-36ac-4947-be60-b56fd7228618/resource/84923ae3-ca33-41de-95f1-ed2a3d8c1f82/download/censo_suas_2024_-posto_cadastro_unico_rh.csv,official,csv,ckan_resource,false,false,true,false,false,false,false,false,1,true,herdado do registro oficial 14B: Censo Socioassistencial 2024 - Posto Cadastro Unico RH,true
S15ASRC_0117,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/bdab4128-9a12-4e1b-8460-bf14152a1e5b/resource/a50830b1-c510-4616-a1ce-329755a37a04/download/dicionario-de-dados-velocidade-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Demandas dos Cidadãos e Serviços - Dados Vivos Recife - Dicionário de Dados Velocidade das vias,true
S15ASRC_0118,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/bdab4128-9a12-4e1b-8460-bf14152a1e5b/resource/62439c61-7e44-49de-8512-008f66293e24/download/dicionario-de-dados-velocidade-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Demandas dos Cidadãos e Serviços - Dados Vivos Recife - Dicionário de Dados Velocidade das vias,true
S15ASRC_0119,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/bdab4128-9a12-4e1b-8460-bf14152a1e5b/resource/be197123-cbb1-4541-880a-89e4fefb7961/download/faixa-azul-velocidade-das-vias-em-tempo-real.json,official,json,ckan_resource,false,false,false,false,true,false,true,false,1,true,herdado do registro oficial 14B: Demandas dos Cidadãos e Serviços - Dados Vivos Recife - Faixa Azul - Velocidade das vias em Tempo real,true
S15ASRC_0120,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/bdab4128-9a12-4e1b-8460-bf14152a1e5b/resource/ff971c3c-e4da-4d63-a285-f6354414c19b/download/faixa-azul-velocidade-das-vias-em-tempo-real.json,official,json,ckan_resource,false,false,false,false,true,false,true,false,1,true,herdado do registro oficial 14B: Demandas dos Cidadãos e Serviços - Dados Vivos Recife - Faixa Azul - Velocidade das vias em Tempo real,true
S15ASRC_0121,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9a4d7113-f4e0-448f-b62f-05cd2fab5c1d/resource/177663a4-18df-4af4-9966-ad39c379b7be/download/dicionario-de-dados-da-malha-viaria-de-trens-do-grande-recife.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Malha Viária de Trens do Grande Recife - Dicionário de Dados da Malha Viária de Trens do Grande Recife,true
S15ASRC_0122,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9a4d7113-f4e0-448f-b62f-05cd2fab5c1d/resource/c029fbdd-8b62-4308-bf73-27de9a931554/download/estacoes-de-trem-do-grande-recife.geojson,official,geojson,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Malha Viária de Trens do Grande Recife - Estações de Trem do Grande Recife,true
S15ASRC_0123,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/ce23d3f4-7474-44d3-b310-19f3afcebf4a/resource/b83fb0a3-3ef1-4f42-88fc-4dd864f419ce/download/limites-por-logradouros-2023.geojson,official,geojson,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Mapas de limites e divisões territoriais - Limites por Logradouros - 2023,true
S15ASRC_0124,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/09a874c4-b8c5-4b74-98aa-bac8831b235d/download/metadados-do-registro-do-fluxo-de-veiculos.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Metadados do Registro do Fluxo de veículos,true
S15ASRC_0125,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/8a955711-9944-4749-842b-0dae6874ad02/download/metadados-do-registro-do-monitoramento-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Metadados do Registro do monitoramento das vias,true
S15ASRC_0126,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/f818f1ca-645c-4d47-a7c7-ca289ca8fc89/download/registro-de-monitoramento-das-vias.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Registro de Monitoramento das vias,true
S15ASRC_0127,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/8a984676-176f-49e5-89a2-87ce20ec9a5d/download/registro-do-fluxo-de-veiculos-do-ano-de-2013.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Registro do fluxo de veículos do ano de 2013,true
S15ASRC_0128,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/4e543763-68bf-4f12-b234-61890ed7780d/download/registro-do-fluxo-de-veiculos-do-ano-de-2014.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Registro do fluxo de veículos do ano de 2014,true
S15ASRC_0129,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/1d929e16-cc0c-4b3e-a4cf-012dd72f97de/download/registro-do-fluxo-de-veiculos-do-ano-de-2015.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Registro do fluxo de veículos do ano de 2015,true
S15ASRC_0130,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/8a159282-2ee4-4fe7-be99-07aa3cd8ca94/resource/5b70f9d5-0a74-4841-b27a-c72decad2a4e/download/registro-do-fluxo-de-veiculos-do-ano-de-2016.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Registro de velocidade das vias 2013 - 2016 - Registro do fluxo de veículos do ano de 2016,true
S15ASRC_0131,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0f28d7b8-bf6e-438a-932f-5da04d477c5d/resource/dc1e5a74-c053-4205-8c51-e5d7874b8b4f/download/2016-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2016 - 2016 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0132,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0f28d7b8-bf6e-438a-932f-5da04d477c5d/resource/f11bc729-a1da-4bde-880f-82f455993fcd/download/2016-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2016 - 2016 - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0133,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0f28d7b8-bf6e-438a-932f-5da04d477c5d/resource/10c71299-0fd8-4f97-b01d-4bf608c2520d/download/dicionario-de-dados-equipamento-de-monitoramento-2016.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2016 - Dicionário de Dados - Equipamento de Monitoramento 2016,true
S15ASRC_0134,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0f28d7b8-bf6e-438a-932f-5da04d477c5d/resource/18cc7bbc-9b26-4f97-9ea8-61de97425ae3/download/dicionario-de-dados.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2016 - Dicionário de dados,true
S15ASRC_0135,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/5886cb6f-4aae-4714-98ea-767a62db9295/resource/5df6f0ef-4437-468c-bce1-0cb9abcf35c4/download/2017-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2017 - 2017 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0136,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/5886cb6f-4aae-4714-98ea-767a62db9295/resource/da5378f5-81a7-4792-a718-e0bbfa03f586/download/2017-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2017 - 2017 - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0137,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/5886cb6f-4aae-4714-98ea-767a62db9295/resource/ea3ed956-65c0-41de-9edb-7675322699e0/download/dicionario-de-dados-equipamento-de-monitoramento-2017.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2017 - Dicionário de Dados - Equipamento de Monitoramento 2017,true
S15ASRC_0138,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/5886cb6f-4aae-4714-98ea-767a62db9295/resource/ff5d234c-e055-42f6-98ae-2a045f5bb000/download/dicionario-de-dados.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2017 - Dicionário de dados,true
S15ASRC_0139,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/0bd7c94f-479d-44c3-aee6-0cefbe84557e/resource/3e67a327-db30-4d4c-bd44-928e26e33c3f/download/-2018-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2018 -  2018 - Quantitativo das Vias por Velocidade Média,true
