query_id,target_id,provider,endpoint_type,collection,bbox_or_intersects_source,datetime_or_range,query_payload_or_filter,expected_metadata_fields,would_execute_http,would_download,execution_status,reason_not_executed,next_action
MV2_DATA_01_SQ_00087,MV2_DATA_01_TGT_00029,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00088,MV2_DATA_01_TGT_00030,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00089,MV2_DATA_01_TGT_00030,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00090,MV2_DATA_01_TGT_00030,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00091,MV2_DATA_01_TGT_00031,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00092,MV2_DATA_01_TGT_00031,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00093,MV2_DATA_01_TGT_00031,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00094,MV2_DATA_01_TGT_00032,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00095,MV2_DATA_01_TGT_00032,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00096,MV2_DATA_01_TGT_00032,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00097,MV2_DATA_01_TGT_00033,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00098,MV2_DATA_01_TGT_00033,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00099,MV2_DATA_01_TGT_00033,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00100,MV2_DATA_01_TGT_00034,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00101,MV2_DATA_01_TGT_00034,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00102,MV2_DATA_01_TGT_00034,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00103,MV2_DATA_01_TGT_00035,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00104,MV2_DATA_01_TGT_00035,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00105,MV2_DATA_01_TGT_00035,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00106,MV2_DATA_01_TGT_00036,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00107,MV2_DATA_01_TGT_00036,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00108,MV2_DATA_01_TGT_00036,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00109,MV2_DATA_01_TGT_00037,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00110,MV2_DATA_01_TGT_00037,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00111,MV2_DATA_01_TGT_00037,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00112,MV2_DATA_01_TGT_00038,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00113,MV2_DATA_01_TGT_00038,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00114,MV2_DATA_01_TGT_00038,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00115,MV2_DATA_01_TGT_00039,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00116,MV2_DATA_01_TGT_00039,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00117,MV2_DATA_01_TGT_00039,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00118,MV2_DATA_01_TGT_00040,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00119,MV2_DATA_01_TGT_00040,CDSE_ODATA,ODATA_PRODUCTS_FILTER,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,$filter=Collection eq 'SENTINEL-2' and OData.CSC.Intersects(area=geography'..') and ContentDate/Start ge .. and ContentDate/Start le ..,PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00120,MV2_DATA_01_TGT_00040,GEE_METADATA,EE_IMAGECOLLECTION_FILTER_METADATA_ONLY,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"ImageCollection(collection).filterBounds(aoi).filterDate(start,end).aggregate_array(property)  // sem getDownloadURL/Export",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
MV2_DATA_01_SQ_00121,MV2_DATA_01_TGT_00041,CDSE_STAC,STAC_ITEM_SEARCH,COPERNICUS/S2_SR_HARMONIZED,patch_bbox_reprojected_to_WGS84,2015-06-23/2024-12-31,"POST /search com {collections, bbox(WGS84), datetime, limit}; campos em properties",PRODUCT_ID|MGRS_TILE|system:time_start|CLOUDY_PIXEL_PERCENTAGE|CLOUD_COVERAGE_ASSESSMENT|NODATA_PIXEL_PERCENTAGE|DATATAKE_IDENTIFIER|GENERATION_TIME|SPACECRAFT_NAME,false,false,NOT_EXECUTED_PLAN_ONLY,marco_metadata_only;sem_HTTP_real_ate_lineage_revisado,executar_consulta_metadata_only_em_revisao_humana_apos_recuperar_scene_id
