canonical_patch_id,region,current_clean_dates_count,current_clean_dates,missing_dates_to_3,current_clean_temporal_asset_count,s2_clean_asset_count,s1_clean_asset_count,dinov2_clean_asset_count,eligible_for_temporal_embedding_drift_now,acquisition_gap_status,acquisition_priority,is_actionable_for_temporal_backfill,requires_metadata_repair_before_acquisition,remaining_blockers,minimum_new_acquisitions_required,recommended_sensor_family,recommended_processing_contract,next_required_action,guardrail_status
CUR_01030,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01040,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01050,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01059,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01065,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01075,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01101,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01145,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_01324,Curitiba,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_02,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_03,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_04,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_05,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_06,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_07,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_08,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_09,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_10,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_11,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_12,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_13,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_14,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_P001,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_P002,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_P003,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
CUR_P004,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
FACT_v2at_0002,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
FACT_v2at_0005,Recife,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
FACT_v2at_0007,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
FACT_v2at_0008,Curitiba,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PATCH_LINKAGE_MISSING,unknown,0,unknown,3,0,0,0,0,false,BLOCKED_BY_UNKNOWN_REGION,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_AMBIGUOUS_REPAIR,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_REGION_BEFORE_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET-00016,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET-00104,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET-00119,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET-00140,Petropolis,0,unknown,3,0,0,0,0,false,BLOCKED_BY_METADATA_REPAIR,P3_REPAIR_METADATA_FIRST,false,true,BLOCKED_MISSING_ASSET_TYPE,0,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,REPAIR_METADATA_BEFORE_TEMPORAL_ACQUISITION,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00016,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00104,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00119,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00140,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00240,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00257,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00275,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00291,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00315,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00360,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00362,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00396,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00397,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00404,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00431,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00467,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
PET_00506,Petropolis,1,2026-05-11,2,6,0,0,6,false,NEEDS_2_MORE_DATES,P1_NEEDS_2_DATES,true,false,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,2,requires_manual_sensor_selection,SAME_PATCH_GEOMETRY_SAME_PREPROCESSING_DINOV2_FROZEN_LATER_NO_LABELS,PLAN_TWO_REAL_TEMPORAL_ACQUISITION_SLOTS,GUARDRAILS_PRESERVED_ACQUISITION_PLAN_ONLY
