canonical_patch_id,region,normalized_asset_count,clean_temporal_asset_count,unique_acquisition_dates_count,unique_acquisition_dates,s2_clean_asset_count,s1_clean_asset_count,dinov2_clean_asset_count,has_1_date,has_2_dates,has_3plus_dates,eligible_for_temporal_embedding_drift,temporal_coverage_status,remaining_blockers,next_required_action
PET_00291,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00315,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00360,Petropolis,39,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00362,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00396,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00397,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00404,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00431,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00467,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00506,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00507,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00579,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00614,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00615,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00617,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00618,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00641,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00649,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00652,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00720,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00756,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00789,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00823,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00825,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00829,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00860,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00863,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00865,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00916,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_00986,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_01307,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01323,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01349,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01352,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01386,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01403,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01458,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01478,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01483,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01488,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_01495,Petropolis,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
PET_02,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_03,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_04,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_05,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_06,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_07,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_08,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_09,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_10,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_11,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_12,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_13,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_14,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_15,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_16,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_17,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_18,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_19,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_20,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_2022_02_15,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_2022_03_20_21,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_2024_03_21_28,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_21,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_22,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_23,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_24,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_25,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_26,Petropolis,3,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE|NOT_TEMPORAL_ASSET,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_27,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_P001,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_P002,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_P003,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_P004,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PET_PACKAGES,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0001,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0002,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0004,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0007,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0008,Curitiba,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
PKG_v2at_0009,Petropolis,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
REC-00019,Recife,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
REC-00183,Recife,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
REC-00205,Recife,1,0,0,unknown,0,0,0,false,false,false,false,HAS_ASSETS_BUT_NO_CLEAN_DATE,BLOCKED_MISSING_ASSET_TYPE,REPAIR_ACQUISITION_DATE_AND_REQUIRED_METADATA
REC_00019,Recife,40,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00183,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00204,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00205,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00227,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00260,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00276,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
REC_00279,Recife,38,6,1,2026-05-11,0,0,6,true,false,false,false,PARTIAL_NEEDS_2_DATES,BLOCKED_AMBIGUOUS_REPAIR|BLOCKED_MISSING_ACQUISITION_DATE|BLOCKED_MISSING_ASSET_TYPE|BLOCKED_MISSING_REGION|NOT_TEMPORAL_ASSET,ADD_TWO_CLEAN_TEMPORAL_ACQUISITIONS
