canonical_patch_id,raw_patch_id,geometry_patch_id,region,mapping_status,designation_status,designation_method,designation_confidence,tif_filename,tif_epsg,tif_bounds_left,tif_bounds_bottom,tif_bounds_right,tif_bounds_top,tif_center_x,tif_center_y,npy_available,v1d_bbox_xmin,v1d_bbox_ymin,v1d_bbox_xmax,v1d_bbox_ymax,v1d_centroid_x,v1d_centroid_y,v1d_bbox_crs,crs_candidate_official,gen_log_qa_final,sel_recommended_action,patch_bound_validated,pixel_reads,spatial_ops,notes
REC_03,recife_ext_0003,RECIFE_00003,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.91213945850932,-8.078406740316206,-34.90315714149068,-8.069513459683796,-34.907648300000005,-8.0739601,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 3 in Recife sequence). raw_patch_id=recife_ext_0003 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_04,recife_ext_0004,RECIFE_00004,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.9192646334953,-8.085147440316206,-34.9102821665047,-8.076254159683796,-34.9147734,-8.0807008,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 4 in Recife sequence). raw_patch_id=recife_ext_0004 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_05,recife_ext_0005,RECIFE_00005,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.93440581910279,-8.092835840316205,-34.92542318089721,-8.083942559683795,-34.9299145,-8.0883892,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 5 in Recife sequence). raw_patch_id=recife_ext_0005 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_06,recife_ext_0006,RECIFE_00006,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.92542078552872,-8.116715340316205,-34.916437614471285,-8.107822059683794,-34.9209292,-8.1122687,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 6 in Recife sequence). raw_patch_id=recife_ext_0006 (recife_ext variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_07,recife_bg_0001,RECIFE_00007,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.890873040542395,-8.049758962091268,-34.881891359457605,-8.040865681458857,-34.8863822,-8.045312321775063,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 7 in Recife sequence). raw_patch_id=recife_bg_0001 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_08,recife_bg_0002,RECIFE_00008,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.890873179985874,-8.062335318541141,-34.881891220014126,-8.05344203790873,-34.8863822,-8.057888678224936,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 8 in Recife sequence). raw_patch_id=recife_bg_0002 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_09,recife_bg_0003,RECIFE_00009,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.93385597622153,-8.071002962091269,-34.92487382377848,-8.062109681458859,-34.92936490000001,-8.066556321775064,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 9 in Recife sequence). raw_patch_id=recife_bg_0003 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_10,recife_bg_0004,RECIFE_00010,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.93385611604518,-8.083579318541142,-34.92487368395483,-8.074686037908732,-34.9293649,-8.079132678224937,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 10 in Recife sequence). raw_patch_id=recife_bg_0004 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_11,recife_bg_0005,RECIFE_00011,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.91213938861564,-8.07211856209127,-34.903157211384354,-8.063225281458859,-34.9076483,-8.067671921775064,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 11 in Recife sequence). raw_patch_id=recife_bg_0005 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_12,recife_bg_0006,RECIFE_00012,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.91213952845926,-8.084694918541143,-34.90315707154074,-8.075801637908732,-34.9076483,-8.080248278224937,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 12 in Recife sequence). raw_patch_id=recife_bg_0006 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_13,recife_bg_0007,RECIFE_00013,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.91926456354131,-8.07885926209127,-34.91028223645869,-8.069965981458859,-34.9147734,-8.074412621775064,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 13 in Recife sequence). raw_patch_id=recife_bg_0007 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_14,recife_bg_0008,RECIFE_00014,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.919264703505576,-8.091435618541142,-34.91028209649443,-8.082542337908732,-34.9147734,-8.086988978224937,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 14 in Recife sequence). raw_patch_id=recife_bg_0008 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_15,recife_bg_0009,RECIFE_00015,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.934405749079986,-8.086547662091268,-34.92542325092002,-8.077654381458858,-34.9299145,-8.082101021775063,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 15 in Recife sequence). raw_patch_id=recife_bg_0009 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_16,recife_bg_0010,RECIFE_00016,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.93440588918188,-8.099124018541142,-34.92542311081812,-8.090230737908731,-34.9299145,-8.094677378224937,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 16 in Recife sequence). raw_patch_id=recife_bg_0010 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_17,recife_bg_0011,RECIFE_00017,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.92542071529216,-8.110427162091268,-34.916437684707844,-8.101533881458858,-34.9209292,-8.105980521775063,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 17 in Recife sequence). raw_patch_id=recife_bg_0011 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
REC_18,recife_bg_0012,RECIFE_00018,Recife,MAPPED,NO_MATCHING_SENTINEL_TIF,N/A,NONE,,,,,,,,,False,-34.925420855821585,-8.123003518541141,-34.91643754417842,-8.114110237908731,-34.9209292,-8.118556878224936,WGS84_DEGREES,EPSG:31985,,,0/59 LOCKED,0,0,Binding via v1d row order (rank 18 in Recife sequence). raw_patch_id=recife_bg_0012 (recife_bg variant). Sentinel TIFs use different naming (recife_XXXXX numeric); no 1:1 match found. v1d bbox in WGS84 degrees (source: recife_external_patchset_v1_score_features.csv). Confidence MEDIUM: row order canonical; TIF binding unresolved.
