geometry_target_id,blocker_type,severity,field,reason_pt,prevents_geometry_priority_high,prevents_positive_strong,prevents_evaluation,prevents_calibration,how_to_resolve_pt,geometry_blocker_id
GEO_0394,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00142
GEO_0395,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00143
GEO_0396,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00144
GEO_0397,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00145
GEO_0398,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00146
GEO_0399,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00147
GEO_0400,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00148
GEO_0401,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00149
GEO_0402,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00150
GEO_0403,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00151
GEO_0404,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00152
GEO_0405,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00153
GEO_0406,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00154
GEO_0407,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00155
GEO_0408,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00156
GEO_0409,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00157
GEO_0410,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00158
GEO_0411,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00159
GEO_0412,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00160
GEO_0413,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00161
GEO_0414,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00162
GEO_0415,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00163
GEO_0416,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00164
GEO_0417,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00165
GEO_0418,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00166
GEO_0419,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00167
GEO_0420,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00168
GEO_0421,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00169
GEO_0422,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00170
GEO_0423,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00171
GEO_0424,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00172
GEO_0425,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00173
GEO_0426,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00174
GEO_0427,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00175
GEO_0428,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00176
GEO_0429,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00177
GEO_0430,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00178
GEO_0431,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00179
GEO_0432,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00180
GEO_0433,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00181
GEO_0434,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00182
GEO_0435,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00183
GEO_0436,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00184
GEO_0437,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00185
GEO_0438,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00186
GEO_0439,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00187
GEO_0440,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00188
GEO_0441,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00189
GEO_0442,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00190
GEO_0443,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00191
GEO_0444,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00192
GEO_0445,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00193
GEO_0446,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00194
GEO_0447,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00195
GEO_0448,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00196
GEO_0449,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00197
GEO_0450,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00198
GEO_0451,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00199
GEO_0452,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00200
GEO_0453,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00201
GEO_0454,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00202
GEO_0455,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00203
GEO_0456,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00204
GEO_0457,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00205
GEO_0458,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00206
GEO_0459,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00207
GEO_0460,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00208
GEO_0461,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00209
GEO_0462,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00210
GEO_0463,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00211
GEO_0464,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00212
GEO_0465,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00213
GEO_0466,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00214
GEO_0467,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00215
GEO_0468,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00216
GEO_0469,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00217
GEO_0470,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00218
GEO_0471,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00219
GEO_0472,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00220
GEO_0473,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00221
GEO_0474,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00222
GEO_0475,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00223
GEO_0476,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00224
GEO_0477,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00225
GEO_0478,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00226
GEO_0479,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00227
GEO_0480,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00228
GEO_0481,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00229
GEO_0482,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00230
GEO_0483,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00231
GEO_0484,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00232
GEO_0485,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00233
GEO_0486,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00234
GEO_0487,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00235
GEO_0488,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00236
GEO_0489,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00237
GEO_0490,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00238
GEO_0491,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00239
GEO_0492,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00240
GEO_0493,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00241
GEO_0494,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00242
GEO_0495,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00243
GEO_0496,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00244
GEO_0497,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00245
GEO_0498,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00246
GEO_0499,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00247
GEO_0500,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00248
GEO_0501,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00249
GEO_0502,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00250
GEO_0503,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00251
GEO_0504,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00252
GEO_0505,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00253
GEO_0506,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00254
GEO_0507,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00255
GEO_0508,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00256
GEO_0509,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00257
GEO_0510,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00258
GEO_0511,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00259
GEO_0512,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00260
GEO_0513,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00261
GEO_0514,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00262
GEO_0515,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00263
GEO_0516,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00264
GEO_0517,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00265
GEO_0518,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00266
GEO_0519,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00267
GEO_0520,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00268
GEO_0521,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00269
GEO_0522,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00270
GEO_0523,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00271
GEO_0524,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00272
GEO_0525,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00273
GEO_0526,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00274
GEO_0527,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00275
GEO_0528,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00276
GEO_0529,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00277
GEO_0530,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00278
GEO_0531,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00279
GEO_0532,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00280
GEO_0533,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00281
GEO_0534,geometria_oficial_ausente,media,geometry_type,datado sem geometria oficial; depende de footprint SAR futuro,false,true,false,true,preparar footprint tecnico SAR (marco futuro) ou buscar geometria oficial,GBL_00282
