plan_id,geometry_target_id,step_order,action_pt,expected_artifact_pt,success_criteria_pt,fail_closed_outcome_pt,manual_review_required,can_be_automated_future,requires_network_future,requires_official_source_future,requires_sar_future
GPL_00177,GEO_0062,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00178,GEO_0062,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00179,GEO_0062,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00180,GEO_0063,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00181,GEO_0063,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00182,GEO_0063,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00183,GEO_0064,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00184,GEO_0064,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00185,GEO_0064,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00186,GEO_0065,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00187,GEO_0065,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00188,GEO_0065,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00189,GEO_0066,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00190,GEO_0066,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00191,GEO_0066,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00192,GEO_0067,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00193,GEO_0067,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00194,GEO_0067,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00195,GEO_0068,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00196,GEO_0068,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00197,GEO_0068,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00198,GEO_0068,4,validar/fortalecer o vinculo entre geometria e patch REV-P,patch_link_quality forte auditavel,patch_link_quality forte auditavel registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00199,GEO_0069,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00200,GEO_0069,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00201,GEO_0069,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00202,GEO_0070,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00203,GEO_0070,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00204,GEO_0070,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00205,GEO_0071,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00206,GEO_0071,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00207,GEO_0071,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00208,GEO_0072,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00209,GEO_0072,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00210,GEO_0072,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00211,GEO_0073,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00212,GEO_0073,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00213,GEO_0073,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00214,GEO_0073,4,validar/fortalecer o vinculo entre geometria e patch REV-P,patch_link_quality forte auditavel,patch_link_quality forte auditavel registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00215,GEO_0074,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00216,GEO_0074,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00217,GEO_0074,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00218,GEO_0074,4,validar/fortalecer o vinculo entre geometria e patch REV-P,patch_link_quality forte auditavel,patch_link_quality forte auditavel registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00219,GEO_0075,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00220,GEO_0075,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00221,GEO_0075,3,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00222,GEO_0075,4,validar/fortalecer o vinculo entre geometria e patch REV-P,patch_link_quality forte auditavel,patch_link_quality forte auditavel registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00223,GEO_0076,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00224,GEO_0077,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00225,GEO_0078,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00226,GEO_0079,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00227,GEO_0080,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00228,GEO_0081,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00229,GEO_0082,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00230,GEO_0083,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00231,GEO_0084,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00232,GEO_0085,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00233,GEO_0086,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00234,GEO_0087,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00235,GEO_0088,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00236,GEO_0089,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00237,GEO_0090,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00238,GEO_0091,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00239,GEO_0092,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00240,GEO_0093,1,buscar poligono oficial do evento em base ja conhecida (sem consulta agora),poligono oficial associado ao evento,poligono oficial associado ao evento registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00241,GEO_0093,2,consultar base setorial oficial no futuro (Defesa Civil/SGB/APAC/IPPUC/CEMADEN/S2iD),geometria/atributo oficial da base setorial,geometria/atributo oficial da base setorial registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,true,true,false
GPL_00242,GEO_0093,3,preparar alvo de footprint tecnico SAR para execucao futura (sem rodar SAR),especificacao de footprint SAR,especificacao de footprint SAR registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,true,false,false,true
GPL_00243,GEO_0093,4,estimar incerteza geometrica (uncertainty_m) do candidato,uncertainty_m quantificada,uncertainty_m quantificada registrado e auditavel,"sem o artefato, permanece review-only sem promocao",true,false,false,false,false
GPL_00244,GEO_0094,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00245,GEO_0095,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00246,GEO_0096,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00247,GEO_0097,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00248,GEO_0098,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00249,GEO_0099,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00250,GEO_0100,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00251,GEO_0101,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00252,GEO_0102,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00253,GEO_0103,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00254,GEO_0104,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00255,GEO_0105,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00256,GEO_0106,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00257,GEO_0107,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00258,GEO_0108,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00259,GEO_0109,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00260,GEO_0110,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00261,GEO_0111,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00262,GEO_0112,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00263,GEO_0113,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00264,GEO_0114,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00265,GEO_0115,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00266,GEO_0116,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00267,GEO_0117,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00268,GEO_0118,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00269,GEO_0119,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00270,GEO_0120,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00271,GEO_0121,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00272,GEO_0122,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00273,GEO_0123,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00274,GEO_0124,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00275,GEO_0125,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00276,GEO_0126,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00277,GEO_0127,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00278,GEO_0128,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00279,GEO_0129,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00280,GEO_0130,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00281,GEO_0131,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00282,GEO_0132,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00283,GEO_0133,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00284,GEO_0134,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00285,GEO_0135,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00286,GEO_0136,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00287,GEO_0137,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00288,GEO_0138,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00289,GEO_0139,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00290,GEO_0140,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00291,GEO_0141,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00292,GEO_0142,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00293,GEO_0143,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00294,GEO_0144,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00295,GEO_0145,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00296,GEO_0146,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00297,GEO_0147,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00298,GEO_0148,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00299,GEO_0149,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00300,GEO_0150,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00301,GEO_0151,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
GPL_00302,GEO_0152,1,manter como contexto/bloqueado; sem aquisicao geometrica neste marco,nenhum artefato de aquisicao neste marco,registro preservado como contexto auditavel,"permanece review-only, sem promocao e sem treino",true,false,false,false,false
