missingness_mask_id,unified_patch_id,feature_family,feature_available,feature_missing,missing_reason,missingness_allowed,imputation_allowed,imputation_strategy,review_only
S18B_MASK_00469,S18A_PATCH_0079,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00470,S18A_PATCH_0079,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00471,S18A_PATCH_0079,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00472,S18A_PATCH_0079,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00473,S18A_PATCH_0079,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00474,S18A_PATCH_0079,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00475,S18A_PATCH_0080,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00476,S18A_PATCH_0080,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00477,S18A_PATCH_0080,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00478,S18A_PATCH_0080,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00479,S18A_PATCH_0080,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00480,S18A_PATCH_0080,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00481,S18A_PATCH_0081,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00482,S18A_PATCH_0081,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00483,S18A_PATCH_0081,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00484,S18A_PATCH_0081,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00485,S18A_PATCH_0081,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00486,S18A_PATCH_0081,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00487,S18A_PATCH_0082,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00488,S18A_PATCH_0082,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00489,S18A_PATCH_0082,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00490,S18A_PATCH_0082,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00491,S18A_PATCH_0082,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00492,S18A_PATCH_0082,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00493,S18A_PATCH_0083,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00494,S18A_PATCH_0083,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00495,S18A_PATCH_0083,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00496,S18A_PATCH_0083,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00497,S18A_PATCH_0083,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00498,S18A_PATCH_0083,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00499,S18A_PATCH_0084,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00500,S18A_PATCH_0084,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00501,S18A_PATCH_0084,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00502,S18A_PATCH_0084,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00503,S18A_PATCH_0084,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00504,S18A_PATCH_0084,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00505,S18A_PATCH_0085,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00506,S18A_PATCH_0085,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00507,S18A_PATCH_0085,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00508,S18A_PATCH_0085,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00509,S18A_PATCH_0085,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00510,S18A_PATCH_0085,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00511,S18A_PATCH_0086,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00512,S18A_PATCH_0086,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00513,S18A_PATCH_0086,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00514,S18A_PATCH_0086,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00515,S18A_PATCH_0086,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00516,S18A_PATCH_0086,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00517,S18A_PATCH_0087,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00518,S18A_PATCH_0087,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00519,S18A_PATCH_0087,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00520,S18A_PATCH_0087,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00521,S18A_PATCH_0087,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00522,S18A_PATCH_0087,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00523,S18A_PATCH_0088,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00524,S18A_PATCH_0088,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00525,S18A_PATCH_0088,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00526,S18A_PATCH_0088,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00527,S18A_PATCH_0088,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00528,S18A_PATCH_0088,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00529,S18A_PATCH_0089,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00530,S18A_PATCH_0089,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00531,S18A_PATCH_0089,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00532,S18A_PATCH_0089,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00533,S18A_PATCH_0089,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00534,S18A_PATCH_0089,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00535,S18A_PATCH_0090,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00536,S18A_PATCH_0090,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00537,S18A_PATCH_0090,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00538,S18A_PATCH_0090,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00539,S18A_PATCH_0090,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00540,S18A_PATCH_0090,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00541,S18A_PATCH_0091,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00542,S18A_PATCH_0091,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00543,S18A_PATCH_0091,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00544,S18A_PATCH_0091,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00545,S18A_PATCH_0091,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00546,S18A_PATCH_0091,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00547,S18A_PATCH_0092,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00548,S18A_PATCH_0092,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00549,S18A_PATCH_0092,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00550,S18A_PATCH_0092,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00551,S18A_PATCH_0092,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00552,S18A_PATCH_0092,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00553,S18A_PATCH_0093,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00554,S18A_PATCH_0093,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00555,S18A_PATCH_0093,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00556,S18A_PATCH_0093,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00557,S18A_PATCH_0093,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00558,S18A_PATCH_0093,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00559,S18A_PATCH_0094,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00560,S18A_PATCH_0094,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00561,S18A_PATCH_0094,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00562,S18A_PATCH_0094,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00563,S18A_PATCH_0094,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00564,S18A_PATCH_0094,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00565,S18A_PATCH_0095,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00566,S18A_PATCH_0095,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00567,S18A_PATCH_0095,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00568,S18A_PATCH_0095,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00569,S18A_PATCH_0095,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00570,S18A_PATCH_0095,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00571,S18A_PATCH_0096,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00572,S18A_PATCH_0096,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00573,S18A_PATCH_0096,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00574,S18A_PATCH_0096,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00575,S18A_PATCH_0096,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00576,S18A_PATCH_0096,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00577,S18A_PATCH_0097,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00578,S18A_PATCH_0097,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00579,S18A_PATCH_0097,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00580,S18A_PATCH_0097,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00581,S18A_PATCH_0097,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00582,S18A_PATCH_0097,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00583,S18A_PATCH_0098,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00584,S18A_PATCH_0098,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00585,S18A_PATCH_0098,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00586,S18A_PATCH_0098,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00587,S18A_PATCH_0098,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00588,S18A_PATCH_0098,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00589,S18A_PATCH_0099,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00590,S18A_PATCH_0099,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00591,S18A_PATCH_0099,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00592,S18A_PATCH_0099,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00593,S18A_PATCH_0099,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00594,S18A_PATCH_0099,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00595,S18A_PATCH_0100,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00596,S18A_PATCH_0100,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00597,S18A_PATCH_0100,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00598,S18A_PATCH_0100,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00599,S18A_PATCH_0100,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00600,S18A_PATCH_0100,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00601,S18A_PATCH_0101,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00602,S18A_PATCH_0101,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00603,S18A_PATCH_0101,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00604,S18A_PATCH_0101,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00605,S18A_PATCH_0101,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00606,S18A_PATCH_0101,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00607,S18A_PATCH_0102,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00608,S18A_PATCH_0102,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00609,S18A_PATCH_0102,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00610,S18A_PATCH_0102,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00611,S18A_PATCH_0102,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00612,S18A_PATCH_0102,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00613,S18A_PATCH_0103,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00614,S18A_PATCH_0103,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00615,S18A_PATCH_0103,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00616,S18A_PATCH_0103,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00617,S18A_PATCH_0103,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00618,S18A_PATCH_0103,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00619,S18A_PATCH_0104,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00620,S18A_PATCH_0104,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00621,S18A_PATCH_0104,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00622,S18A_PATCH_0104,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00623,S18A_PATCH_0104,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00624,S18A_PATCH_0104,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00625,S18A_PATCH_0105,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00626,S18A_PATCH_0105,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00627,S18A_PATCH_0105,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00628,S18A_PATCH_0105,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00629,S18A_PATCH_0105,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00630,S18A_PATCH_0105,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00631,S18A_PATCH_0106,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00632,S18A_PATCH_0106,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00633,S18A_PATCH_0106,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00634,S18A_PATCH_0106,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00635,S18A_PATCH_0106,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00636,S18A_PATCH_0106,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00637,S18A_PATCH_0107,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00638,S18A_PATCH_0107,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00639,S18A_PATCH_0107,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00640,S18A_PATCH_0107,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00641,S18A_PATCH_0107,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00642,S18A_PATCH_0107,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00643,S18A_PATCH_0108,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00644,S18A_PATCH_0108,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00645,S18A_PATCH_0108,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00646,S18A_PATCH_0108,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00647,S18A_PATCH_0108,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00648,S18A_PATCH_0108,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00649,S18A_PATCH_0109,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00650,S18A_PATCH_0109,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00651,S18A_PATCH_0109,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00652,S18A_PATCH_0109,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00653,S18A_PATCH_0109,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00654,S18A_PATCH_0109,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00655,S18A_PATCH_0110,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00656,S18A_PATCH_0110,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00657,S18A_PATCH_0110,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00658,S18A_PATCH_0110,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00659,S18A_PATCH_0110,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00660,S18A_PATCH_0110,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00661,S18A_PATCH_0111,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00662,S18A_PATCH_0111,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00663,S18A_PATCH_0111,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00664,S18A_PATCH_0111,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00665,S18A_PATCH_0111,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00666,S18A_PATCH_0111,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00667,S18A_PATCH_0112,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00668,S18A_PATCH_0112,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00669,S18A_PATCH_0112,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00670,S18A_PATCH_0112,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00671,S18A_PATCH_0112,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00672,S18A_PATCH_0112,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00673,S18A_PATCH_0113,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00674,S18A_PATCH_0113,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00675,S18A_PATCH_0113,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00676,S18A_PATCH_0113,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00677,S18A_PATCH_0113,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00678,S18A_PATCH_0113,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00679,S18A_PATCH_0114,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00680,S18A_PATCH_0114,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00681,S18A_PATCH_0114,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00682,S18A_PATCH_0114,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00683,S18A_PATCH_0114,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00684,S18A_PATCH_0114,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00685,S18A_PATCH_0115,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00686,S18A_PATCH_0115,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00687,S18A_PATCH_0115,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00688,S18A_PATCH_0115,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00689,S18A_PATCH_0115,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00690,S18A_PATCH_0115,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00691,S18A_PATCH_0116,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00692,S18A_PATCH_0116,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00693,S18A_PATCH_0116,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00694,S18A_PATCH_0116,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00695,S18A_PATCH_0116,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00696,S18A_PATCH_0116,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00697,S18A_PATCH_0117,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00698,S18A_PATCH_0117,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00699,S18A_PATCH_0117,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00700,S18A_PATCH_0117,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00701,S18A_PATCH_0117,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00702,S18A_PATCH_0117,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00703,S18A_PATCH_0118,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00704,S18A_PATCH_0118,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00705,S18A_PATCH_0118,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00706,S18A_PATCH_0118,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00707,S18A_PATCH_0118,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00708,S18A_PATCH_0118,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00709,S18A_PATCH_0119,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00710,S18A_PATCH_0119,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00711,S18A_PATCH_0119,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00712,S18A_PATCH_0119,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00713,S18A_PATCH_0119,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00714,S18A_PATCH_0119,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00715,S18A_PATCH_0120,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00716,S18A_PATCH_0120,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00717,S18A_PATCH_0120,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00718,S18A_PATCH_0120,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00719,S18A_PATCH_0120,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00720,S18A_PATCH_0120,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00721,S18A_PATCH_0121,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00722,S18A_PATCH_0121,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00723,S18A_PATCH_0121,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00724,S18A_PATCH_0121,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00725,S18A_PATCH_0121,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00726,S18A_PATCH_0121,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00727,S18A_PATCH_0122,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00728,S18A_PATCH_0122,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00729,S18A_PATCH_0122,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00730,S18A_PATCH_0122,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00731,S18A_PATCH_0122,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00732,S18A_PATCH_0122,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00733,S18A_PATCH_0123,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00734,S18A_PATCH_0123,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00735,S18A_PATCH_0123,urban_landcover,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00736,S18A_PATCH_0123,spectral_sentinel2,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00737,S18A_PATCH_0123,rainfall_chirps,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00738,S18A_PATCH_0123,quality_lineage,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00739,S18A_PATCH_0124,physical_topography,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00740,S18A_PATCH_0124,hydrology_proximity,true,false,available,true,unsupervised_only,none,true
S18B_MASK_00741,S18A_PATCH_0124,urban_landcover,true,false,available,true,unsupervised_only,none,true
