linkage_id,event_id,patch_id,region,event_date,precision_tier,spatial_relation,linkage_confidence,can_be_used_for_observational_evaluation,can_be_ground_truth,can_be_used_as_ground_truth,allowed_for_training,review_only,requires_manual_review,interpretation,limitations
S15BLINK_000975,S15AEVT_000975,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000976,S15AEVT_000976,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000977,S15AEVT_000977,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000978,S15AEVT_000978,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000979,S15AEVT_000979,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000980,S15AEVT_000980,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000981,S15AEVT_000981,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000982,S15AEVT_000982,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000983,S15AEVT_000983,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000984,S15AEVT_000984,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000985,S15AEVT_000985,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000986,S15AEVT_000986,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000987,S15AEVT_000987,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000988,S15AEVT_000988,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000989,S15AEVT_000989,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000990,S15AEVT_000990,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000991,S15AEVT_000991,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000992,S15AEVT_000992,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000993,S15AEVT_000993,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000994,S15AEVT_000994,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000995,S15AEVT_000995,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000996,S15AEVT_000996,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000997,S15AEVT_000997,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000998,S15AEVT_000998,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_000999,S15AEVT_000999,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001000,S15AEVT_001000,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001001,S15AEVT_001001,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001002,S15AEVT_001002,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001003,S15AEVT_001003,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001004,S15AEVT_001004,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-16,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001005,S15AEVT_001005,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-04-29,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001006,S15AEVT_001006,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-01-11,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001007,S15AEVT_001007,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-06-03,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001008,S15AEVT_001008,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-06-03,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001009,S15AEVT_001009,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-06-03,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001010,S15AEVT_001010,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-06-03,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001011,S15AEVT_001011,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001012,S15AEVT_001012,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001013,S15AEVT_001013,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-10,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001014,S15AEVT_001014,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-10,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001015,S15AEVT_001015,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001016,S15AEVT_001016,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001017,S15AEVT_001017,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001018,S15AEVT_001018,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001019,S15AEVT_001019,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001020,S15AEVT_001020,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001021,S15AEVT_001021,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001022,S15AEVT_001022,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001023,S15AEVT_001023,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001024,S15AEVT_001024,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001025,S15AEVT_001025,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001026,S15AEVT_001026,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001027,S15AEVT_001027,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001028,S15AEVT_001028,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001029,S15AEVT_001029,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001030,S15AEVT_001030,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001031,S15AEVT_001031,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001032,S15AEVT_001032,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-09,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001033,S15AEVT_001033,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-06,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001034,S15AEVT_001034,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001035,S15AEVT_001035,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001036,S15AEVT_001036,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001037,S15AEVT_001037,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001038,S15AEVT_001038,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001039,S15AEVT_001039,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001040,S15AEVT_001040,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001041,S15AEVT_001041,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001042,S15AEVT_001042,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001043,S15AEVT_001043,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001044,S15AEVT_001044,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001045,S15AEVT_001045,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001046,S15AEVT_001046,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001047,S15AEVT_001047,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001048,S15AEVT_001048,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001049,S15AEVT_001049,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001050,S15AEVT_001050,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-24,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001051,S15AEVT_001051,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001052,S15AEVT_001052,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001053,S15AEVT_001053,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001054,S15AEVT_001054,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001055,S15AEVT_001055,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001056,S15AEVT_001056,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001057,S15AEVT_001057,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
S15BLINK_001058,S15AEVT_001058,REGION_LEVEL_NO_PATCH_RESOLUTION,recife,2016-05-30,T7_rejected_or_non_flood,blocked_no_new_precise_patch_link,very_weak,false,false,false,false,true,true,SUSC-15B nao materializou novo vinculo patch-evento preciso.,Sem ponto/poligono/lote/intersecao/faixa numerica oficial adicional.
