canonical_patch_id,raw_patch_id,region,trainability_status,grounding_category,blocking_reason,safe_next_action
PET_00986,petropolis_00986,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01,petropolis_00291,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_01307,petropolis_01307,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01323,petropolis_01323,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01349,petropolis_01349,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01352,petropolis_01352,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01386,petropolis_01386,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01403,petropolis_01403,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01458,petropolis_01458,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01478,petropolis_01478,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01483,petropolis_01483,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01488,petropolis_01488,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_01495,petropolis_01495,Petrópolis,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
PET_02,petropolis_00292,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_03,petropolis_00293,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_04,petropolis_00396,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_05,petropolis_00397,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_06,petropolis_00398,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_07,petropolis_00436,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_08,petropolis_00471,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_09,petropolis_00504,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_10,petropolis_00507,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_11,petropolis_00579,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_12,petropolis_00614,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_13,petropolis_00615,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_14,petropolis_00649,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_15,petropolis_00720,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_16,petropolis_00756,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_17,petropolis_00789,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_18,petropolis_00790,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_19,petropolis_00823,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_20,petropolis_00824,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_21,petropolis_00825,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_22,petropolis_00860,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_23,petropolis_00863,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_24,petropolis_00986,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
PET_25,petropolis_01109,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_26,petropolis_01351,Petrópolis,BLOCKED_UNRESOLVED_TIF_BINDING,RAW_GEOMETRY_PRESENT_TIF_UNRESOLVED,Patch geometry exists but final TIF/stack binding remains unresolved.,review_or_exclude_before_training_dataset_manifest
PET_27,petropolis_01495,Petrópolis,NOT_TRAINABLE_NO_LABEL,GEOMETRY_AND_TIF_DESIGNATED_NEEDS_REVIEW,No binary labels and no sufficient trainable asset path identified in this read-only audit.,review_or_exclude_before_training_dataset_manifest
REC_00019,recife_00019,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00183,recife_00183,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00204,recife_00204,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00205,recife_00205,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00227,recife_00227,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00260,recife_00260,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00276,recife_00276,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00279,recife_00279,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00289,recife_00289,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00290,recife_00290,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00291,recife_00291,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00292,recife_00292,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00294,recife_00294,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00296,recife_00296,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00299,recife_00299,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00302,recife_00302,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00313,recife_00313,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00314,recife_00314,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00354,recife_00354,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00355,recife_00355,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00364,recife_00364,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00388,recife_00388,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00458,recife_00458,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00460,recife_00460,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00481,recife_00481,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00482,recife_00482,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00483,recife_00483,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00501,recife_00501,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00502,recife_00502,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00503,recife_00503,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00505,recife_00505,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00506,recife_00506,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00525,recife_00525,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00526,recife_00526,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00529,recife_00529,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00548,recife_00548,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_00550,recife_00550,Recife,SELF_SUPERVISED_CANDIDATE_NEEDS_REVIEW,ASSET_PRESENT_OUTSIDE_CANONICAL_59_REVIEW_REQUIRED,No observed-flood truth or approved weak-label protocol; only review-gated self-supervised/pretext use is plausible.,review_or_exclude_before_training_dataset_manifest
REC_01,recife_ext_0001,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_02,recife_ext_0002,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_03,recife_ext_0003,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_04,recife_ext_0004,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_05,recife_ext_0005,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_06,recife_ext_0006,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_07,recife_bg_0001,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_08,recife_bg_0002,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_09,recife_bg_0003,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_10,recife_bg_0004,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_11,recife_bg_0005,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_12,recife_bg_0006,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_13,recife_bg_0007,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_14,recife_bg_0008,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_15,recife_bg_0009,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_16,recife_bg_0010,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_17,recife_bg_0011,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
REC_18,recife_bg_0012,Recife,BLOCKED_REC_EXT_BG_NAMING,UNRESOLVED_REC_EXT_BG_NAMING,Recife ext/bg provenance and naming remain unresolved; do not use for dataset creation.,review_or_exclude_before_training_dataset_manifest
